Domain,Website Status,SPF,DKIM,DMARC
shoerack.ie,No response,v=spf1 +a include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAoxbK41nqNRBWwu0RWSez+G7DCkjT5kLQKq/Yf0QlQs1Zp7WtnhP79y3zOvB0IcgYWJOY6NfgX4WlxQeQHQjqDFRoQ2kKdhThg6D+lA4+bf0YBMsBnyw+kRWa6BlJ3CEIarztMiFimx2N57wWni2PFXA2WrSYsFdHPDW4sF/7MWKxNXeJWKQme+9THY7NPdWqo P+My9bJ4pVkTawgeaq9V/Nbxe5Ba4YdSXnaSOD3U2vShx7sjxhxwn3JBheuL2K4SM05oox+1DCSLE4XUlAgjIUznrjPDxNXB5nFHeLKjF5Hy46NovKv2eAft0q+eYVLxISqxlTpf4WVs66Ou8xMvwIDAQAB,Not found
geograph.ie,No response,Not found,Not found,Not found
zoyafashion.ie,No response,v=spf1 mx include:_spf.dcsaas.net -all,zoyafashion.ie.v=spf1 mx include:_spf.dcsaas.net -allgoogle-site-verification=LyYWNK1YUcPGHlRYcXw_z5T5otRWdU_y3Wt_1XgLwzg,zoyafashion.ie.google-site-verification=LyYWNK1YUcPGHlRYcXw_z5T5otRWdU_y3Wt_1XgLwzgv=spf1 mx include:_spf.dcsaas.net -all
artnhobby.ie,Live (HTTP),v=spf1 +a +mx +ip4:66.102.138.250 ip4:81.94.196.136 include:spf.protection.outlook.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAsptzOfkbcMoDUL0soKgTXNZf49bzmERScppRCsI0xZkQJTWSbU+PU+EbaXrGKSWBTUjI8bINM3DlmTTyC8GfkhFb3WjD0saPXb6vN6FmJXi4qrFYkyCjx6KNH+uptBzT0FHMs0Df2+t+xhhcRefwYWcQtKn5sjhs4D5kwaOJem1Bp4urIfIGMbNRGFoBDIWJ3 PUy3JEscZNn7jvNDo8vBSDQRLfxPOS0immRHbQ7F88PZd/FjkKYKg4cfi1OrqcKSAnhy309A5qmPBRUXXRO/UUqWuSezwj4ZbySbS7950WzJvfw+dxdHcYsqWE8ac+R9PmEHYiHZxQF1FUuxBxpewIDAQAB;,v=DMARC1; p=none;
unison.ie,No response,v=spf1 a mx include:_spf.google.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAyNsExNeuB2X8aG2R0qs7UP/+C+sRP5/sm8awx2gXCf9lp6jihfR/b3N94veh/9wd7403z53EOg/xa4s3ewQB4C8+LuJYAkO9vaSzQ7yUSf01qvt3myM4PGyZ8JsnD/cJjJQjwPn5ArgKIcByXrXo4ReIjEVqbmY+JByLq/ee29sIQYslny+Sc4/Nkg/nt4Nxh glhHNRkdu2WnTWBq55S2QNd0zK1WWtSUaI1lblCcAD+KnSCmsKlMeonviWPWRtTYSF1FJj5SGahwZjKw/6SvJ4wsIFiXw3U3EP8KnNlzIFkTRuHbGN0q9wOmb8tjn8XmWOwLcQUJtW0/7Da0bcumwIDAQAB;,v=DMARC1; p=none;
hopscotchkids.ie,No response,v=spf1 +a +mx +ip4:109.123.121.21 ~all,Not found,Not found
bannonjewellers.ie,No response,v=spf1 ip4:54.247.71.5 +a +mx +ip4:66.102.138.250 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAroJyReCyLSSR/48wuc6MIzZ2m6jxr8KiZXzUYPhH0uQZxpWhJPYOcwzfTJwcthBsfP0reDUcG1NoPbHpYX4Uc2ZWujlUdlNxbR6JWMVebNGiKYP0G+SyhZx85j+2EKLbJmMtb5C+JbuF0shvI4IaXk4ArNe6hUDUsxMXLiC/RGuRNA4+kODg7yrqj0NfVi9tS kEnCqAcDCDWgE4ycOs83yd2Kx0xzmZuSP22Z1F3e9z9RGTwiu93NzOOE5gD2efE2MO+dm2ZRGxAJop47eEUZ0AIK7SmWL9pj0X5DtKqYjYK1somsaShncna3wkcex/mTaTpyFxBFWAD7KxgpNM05wIDAQAB;,Not found
kwopticians.ie,No response,Not found,Not found,Not found
corkcoco.ie,No response,Not found,Not found,v=DMARC1; p=none; pct=100; fo=1; ri=3600; rua=mailto:12c2c213@inbox.ondmarc.com; ruf=mailto:12c2c213@inbox.ondmarc.com;
rds.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email
finfacts.ie,No response,v=spf1 include:spf.reg365.net ~all,Not found,Not found
vikingdirect.ie,Live (HTTP),v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA29EgoZg7sjxqMhhk4Bao5+bhfw7rlzHt/aIbsnWKzAcY0nJwZk0UnbxXwAS6aITcXpFz2iJRBnDBkaf4F2vpP96Vyb2pBRDa48zO8leQrNxME0feXbYzW43G8q/pIdPrkVKEyIFn8UtA3/nzYEWtonf/Jh8umrQGDpLqJEff5C6JTNgfudJzJ4VnFWaaqtygg 0mNTUQfxYySaXi9Ydmb19SvBgwWNgYdMp0iYyhUt+BoJ7N5Lfu6tGdq0EgU6WhjAM6qT+hmwE7yYDlaqdS17bO2Iyc6cipnurDhnli5qv9UoFPMjtoSWnYuK/qCgOCNQ9U8FwJ9Q+/CrGIxamq6SQIDAQAB,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email
sensationalkids.ie,No response,v=spf1 include:spf.protection.outlook.com ip4:185.2.66.130 include:spf.graphedia.ie -all,Not found,v=DMARC1; p=none;
curlmaven.ie,No response,v=spf1 include:_spf.google.com include:spf.blacknight.ie a ~all,Not found,v=DMARC1; p=none
theislandgate.ie,No response,Not found,Not found,Not found
compositedoorspvcwindows.ie,No response,Not found,Not found,Not found
shannonairport.ie,No response,Not found,Not found,v=DMARC1;  p=none; rua=mailto:784d213b8d4a44c39ff04f7d2e6d0196@dmarc-reports.cloudflare.net
engineersireland.ie,No response,v=spf1 include:listrak.com a:www.engineersireland.ie include:sid.listrak.com a:sid.customerminds.com include:spf.protection.outlook.com include:servers.mcsv.net -all,Not found,v=DMARC1; p=none; rua=mailto:version1@engineersireland.ie; ruf=mailto:version1@engineersireland.ie
imj.ie,Live (HTTP),Not found,Not found,Not found
botanicgardens.ie,No response,v=spf1 -all,Not found,Not found
con-telegraph.ie,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
lux-case.ie,No response,Not found,Not found,v=DMARC1; p=none; pct=100; rua=mailto:dmarc-6597aacd514c6305c28348f2@forwardemail.net;
visitwicklow.ie,No response,v=spf1 include:spf.protection.outlook.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA9MWpTP8y2Xr0wOwx6MYA9hhWNXylzvSEx+upLgt0GDDumO/3bBcD9BZjtB/uCpz1qb2phCmMvoMN9dlJI4hTyeKmfGEt8seOxppxjFK5IV+5+3JLhV4wdvp80lTGwU1hbBu3Jpm24jU0Gx/uxPrpItYtI+MJTALZDBLCyHTUi1QdmvPgZSBG1t3kx7l0iYuGT  TrGGV9Of7nVAdyFH6jJmfPPwn56+GK2O6K+X0r1wpMqzqHoBlYCarbC46FktSiXxmaFRkH/cG3U0XvQpwmj65uIiS/Rsz2Ab00WEDi1lKbGhmWcWbWui3sD5ygdhyq4yI5hUC3FlY0BFRbu2RCTGQIDAQAB;,v=DMARC1; p=none
irishheart.ie,No response,v=spf1 redirect=_sp9cjjta8.sdmarc.net,Not found,irishheart.ie.dmarc.sdmarc.net.v=DMARC1; p=reject; pct=100; rua=mailto:a.p9cjjta8@sdmarc.net
nsai.ie,No response,v=spf1 ip4:137.191.233.72 ip4:74.112.70.47 a:gw000140-eu.fortimail.com a:www.nsainep.ie include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none; rua=mailto:sys.admin@nsai.ie; ruf=mailto:sys.admin@nsai.ie;
murphysshoes.ie,Live (HTTP),v=spf1  mx  a  ip4:185.43.232.231  ip4:185.43.232.231  include:spf.antispamcloud.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAuAob3/4pvsZynacokZSRrF6ZOSigD0xRhHExmqD/8bD2cl6NT/IdSOFf+/8VpdbYDf//er9Cl5xJdgxzH7RAoDwJxuwi/RSRbId0/VOrFaEaQ4lLiJykC9nWnCxOGvYLoX9avPB3cz3A5FyPbnrQI8/iNUPIp2EG/Qe3NMKuSdUtLE+kjdGXWT45dp9dua/jl ujIj/2GAiCf4KxIJcrviV5AwcABVP+9XbKoE7lJYeVRWGeYmVB7cFy39GyBnY2h41N3oxsQfELZ15qBgAcQRxQ2S62IoKf8l0HLSG5Dk4pRamSb9KC4UuKt2MrPJMrjfTavxy77C8tN3T3q+KqVpQIDAQAB;,v=DMARC1; p=none
jokeshop.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none
cricketireland.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:dmarc-reports@cricketireland.ie; ruf=mailto:dmarc-reports@cricketireland.ie; fo=1;
corkcityfc.ie,Live (HTTP),v=spf1 include:shops.shopify.com include:spf.protection.outlook.com include:spf.topsec.com include:_spf.google.com ~all,Not found,v=DMARC1;  p=none; rua=mailto:a698f4e2c96e40da800581bfb25712b3@dmarc-reports.cloudflare.net
oceanfm.ie,No response,v=spf1 a include:spf.blacknight.ie ~all include:_spf.google.com ~all,Not found,Not found
shoesuite.ie,No response,Not found,Not found,Not found
earlychildhoodireland.ie,No response,Not found,Not found,v=DMARC1; p=none;v=DMARC1;  p=none; rua=mailto:website@earlychildhoodireland.ie
dspca.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=quarantine
lit.ie,No response,Not found,Not found,Not found
taoiseach.gov.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:l9nkyd7g@ag.dmarcian-eu.com; sp=none; ri=86400
irishweddingblog.ie,No response,Not found,Not found,Not found
mattobrienfashions.ie,No response,v=spf1 ip4:190.180.145.98 include:_spf.google.com ~allv=spf1 include:_spf.google.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAuSoLn1/7g6Rt9PgCVsdRHS4bGuDtddjGW8ZnKS4H8swUPkiJwm9a+zbd6CAeovsbisX8pIBqk4vfcRVaAMnHtetF0eNbKYKa65Rvg53QKZelmx5RIp/nNPZvb9hGjQqOhGlI/eiiPDkzteOx29/3MjISGEU+0cy5DWq1jlXVTR30W2en6wjFfPrp17TuMNFIp nvmvhH74ozIREcHLak34LkCjAkYSnEyX2kynUUmp0Zil1ZXk8d3lz34I4iy5aBM+Tg78X3W1ERyVevwQcCk3NCcfn4KVlQ6a2zjLgLn64dhl/24HFvTQqndMzR11T+7ihhzgCcJ0cq2rsyqWZM6KQIDAQAB;,v=DMARC1;p=quarantine;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400;rua=mailto:dmarc-reports@mattobrienfashions.ie;ruf=mailto:dmarc-failures@mattobrienfashions.ie
imt.ie,No response,v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none; rua=mailto:dmarc.collector.reports@emap.com; ruf=mailto:dmarc.collector.forensics@emap.com; fo=1
pippa.ie,No response,v=spf1 a mx ip4:212.126.59.115 ip4:92.51.242.35 ip4:80.93.28.47 include:_spf.google.com include:spf.mandrillapp.com ?all,Not found,v=DMARC1; p=none;
hiqa.ie,No response,Not found,Not found,v=DMARC1;p=reject;sp=reject;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
barnardos.ie,Live (HTTP),v=spf1 a include:spf.protection.outlook.com include:spf.blacknight.ie include:servers.mcsv.net ip4:148.252.8.218 ip4:148.252.8.222 include:_spf.eu.messagegears.net include:authsmtp.com include:authsmtp.co.uk include:authsmtp.net include:spf.zohomail3 60.eu include:barnardos-ie.mail.protection.outlook.com -all,Not found,v=DMARC1; p=none;
shoobaloo.ie,Live (HTTP),v=spf1 include:spf.stackmail.com a mx -all,Not found,v=DMARC1;p=none;sp=none;adkim=r;aspf=r;pct=100;rf=afrf;ri=86400
ivorylane.ie,Live (HTTP),v=spf1 +a +mx +ip4:35.214.203.0  include:ivorylane.ie.spf.auto.dnssmarthost.net ~all,ivorylane.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_47f90b39c4fca5114068496d1ea6a0d5.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDDGQX2UpCx0q5qDSLwG6h4uLcnz/ULqyrhfX/wZJRqYzEy41sqQg2H7Aw4S8bSheTZF8zMGm0XwKys9xrNtwUSrZPDV+85/cDg8CvSSLcHpfd5iacOtK92la7hrBPHBRx8O/cTHLHCpmT6ZQa47Ka1mcv95iqShOK5Sq0x06y2IwIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
detailmenswear.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie ~all,detailmenswear.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_09f1b21a20e22463a7a08cf92a0e7708.dkim.dnssmarthost.net.,v=DMARC1; p=none; aspf=r; adkim=r;
nimblefingers.ie,Live (HTTP),v=spf1 +a +mx include:_spf.google.com include:shops.shopify.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAuTM2msPEDHisqOx4SDt71aDOuyHSP/yS0uDxjTlTU29Au/OwD1a5ChUm6j0pwPLkXhHZRwX2nUwv93hVKFX6u3YAIu//46Sl8wqbs7j4t0bjXW6oaycqfjIDdJsccMXqURvySo7E9D/euEumsuuUQUyQmbpM+3b7CYa0P/jWFyJuAjjhZxeMq8GJqmks+D7Py qoQq5EZl3GQq1Bc0vIrQdtZfSnk29AwtNbcifAuZohQFk4gUpyWZIphGVnQCPW79pT/hDASW3aVhtnFjEfNzFmaEjuQsFnuLms5J+LdwlHQJzKwxFN3xLb7CUraUXtqFy4wacc82zeJ5Nu6PkzazwIDAQAB;,Not found
radiokerry.ie,Live (HTTP),v=spf1 ip4:213.94.193.158 ~all,Not found,v=DMARC1; p=reject; pct=100; rua=mailto:71afbb4d@in.mailhardener.com; aspf=r; fo=1
aware.ie,Live (HTTPS),v=spf1 ip4:89.100.91.166 ip4:52.209.222.127 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none;
carzone.ie,No response,Not found,Not found,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_agg@auth.returnpath.net; ruf=mailto:dmarc_afrf@auth.returnpath.net
architecturefoundation.ie,Live (HTTP),v=spf1 include:_spf.dotplex.com include:_spf.google.com -all,Not found,Not found
irishcountrymagazine.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:24904274.spf01.hubspotemail.net -all,Not found,v=DMARC1; p=none; rua=mailto:aggrep@farmersjournal.ie;
personaliseme.ie,Live (HTTP),v=spf1 ip4:85.92.73.50 +a +mx +include:_spf.google.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA00XJ636WQ9kNoxA8fY5V0c5KyeG8pxFCut5GH3cfYFMmwUzotsRdtcPjMnVPlOZ7j20+JB4DBiUWQSQ0TUSxwdrYPt0mqGHp5g8Jb3QerF0S/BL6JlAtsKDErnSA3bFcMy+E8x3+Z6NDCxsskLpjs9v5eR2ll2K6x6ul0E/RgnS6j+chJP/oyBZlOOyWWoFlL zETcHqniMaT2fYkMlZ4OiNhxmANVNAH44XjxOuc50ND2YcXFl4DJCm6/648ZBdmoMv4UBOGaEjOi7vS5ycphouEXQ1vduHHG59cGvZvwWw4XHI1XOv5UGYyXBHHg/UnsHIMSgY3i0rVs+uHZ0bXcQIDAQAB;,v=DMARC1; p=none;
electricpower.ie,Live (HTTP),v=spf1 ip4:185.224.198.192 +a +mx ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAtkAFJcFA1kbbLTY8kOh8Wsmbep8U0p7nPbBWB0azTvPE6ZgvxF7zjITuGL+41tUdyZrmtgqezuMrQd3xzZVf0aXCgug/obxCVLJP1MPFL0S2Y3iLFApkNTh7Fnu8f8tlVZFALXxDvttATsYAgSBvB7y3bRTNZfT1dDo6h78l0t+iVbH02vLJ3qA+2JmMa1E0M o9GIaETgXnAQO7m5Fq4nzaeCMrr9GVvJDDkaW0gCtYtyZwSGxUA2G80nP4cV5U+4mUK7AmzEq7jWgY+EFs8yHlFNFVRfAjyzDIM9wmpLa8ZiHHp+fgB86ebtA1km8tcK6u3/CC4ES3HfHvC6TsajwIDAQAB;,Not found
mccauley.ie,Live (HTTP),v=spf1 include:em9142.mccauley.ie include:_spf.google.com include:sendgrid.net -all,Not found,Not found
healthwisepharmacies.ie,Live (HTTP),v=spf1 include:mailgun.org ~all,Not found,v=DMARC1; p=none
socialandpersonalweddings.ie,Live (HTTP),Not found,Not found,Not found
fm104.ie,Live (HTTPS),Not found,Not found,v=DMARC1; p=none; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
openseason.ie,Live (HTTP),v=spf1 +mx +a +ip4:185.43.232.245 +include:spf.antispamcloud.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAqBJ12M21eQSXtkhmtJW9xQT8LE/AlYeeYPmbktAPVj4zlhL0MfeIwukCqYaqtuK0apRjh1CIl002KCY6s8fo2kw8yjEi1MEDgEHt9dL1vtGf9OJqkb4gC2jW/o4VKVAuaeeRwCQTo3N307Ehc5kHhzBny3o6VX6SsyUH0AfxZPSzpajrp8wV6+6Lw758A2wXS 5AtNl7GBlCGaMfiOnj9aB093Go7KOoK6dd6Xa0DevgO6iYj3KgI7lS6iNBtd2j7ggGdWk16lPzYpG6LwfuNRlt9uh3g4ZHDh7ivpKon97ANPnvKaWJO1V+7GWKBFqVRkhiFsuLnLzKuNyorCg3IzwIDAQAB;,Not found
theramenbar.ie,Live (HTTP),v=spf1 include:spf.reg365.net ~all,Not found,Not found
jfsports.ie,Live (HTTP),v=spf1 a:a003.gigastence.website a:vm.jfsports.ie mx ~all,Not found,Not found
triequestrian.ie,Live (HTTP),v=spf1 a mx include:spf.protection.outlook.com include:mailgun.org -all,Not found,v=DMARC1; p=none;
kennys.ie,Live (HTTP),v=spf1 a a:mail1.kennys.ie +ip4:78.153.201.104 include:servers.mcsv.net ?all,Not found,v=DMARC1; p=none; rua=mailto:learnskills-d@dmarc.report-uri.com;
organisedstore.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
shamrockrovers.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:sendersrv.com include:zoho.com ip4:89.101.180.98 include:servers.mcsv.net include:amazonses.com -all,Not found,v=DMARC1; p=none; pct=100
ncad.ie,Live (HTTPS),v=spf1 mx ip4:193.1.215.0/24 ip4:193.1.216.0/23  include:spf.elluciancloud.com include:mailsecure.net include:_spf.google.com -all,Not found,v=DMARC1;p=none;
top4running.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf1.supportbox.cz -all,v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQC9PwYkcQV7VFNTUd1MVaqD9/ZQWvnLG7/jS3or20TyKFKf3prNPxSLt0+JSO3FSKq6/VEzz2mwRxY5URrihkQrkniz8oiT8k3of1PoxdBCOj+ZtGwJW28H/2R/2a0bV+lZKttWKMmWFQhBmKfLNZRcntovVhtU0GAvgoP4zXIyHQIDAQAB,v=DMARC1; p=none; rua=mailto:dmarc-reports@top4running.ie; ruf=mailto:dmarc-reports@top4running.ie; adkim=r; aspf=r; pct=100;
babyaccessories.ie,No response,v=spf1 +a +mx include:_spf.google.com ~all,Not found,v=DMARC1; p=none
jysk.ie,Live (HTTP),v=spf1 -all,Not found,v=DMARC1; p=reject; pct=100; rua=mailto:dmarc@jysk.com
charlesfay.ie,Live (HTTP),v=spf1  mx  a  ip4:185.43.232.232  include:spf.antispamcloud.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAx/76JnU9lezSv2G8CmpT3zLK/xD7WX15ZufwqJT7TyniRPbhtQnMtbdMLmNPVivGUAJvwR8Pxag9/ezKpVRV81KymUrV9bRDpuKXUKXU9RaZWef7dDKv0Kz62OSqEU7PTIy4tdIjLQLrbkLL621apJC5eedEfrxsDwlfNjJ1kfld8hOZlOATGNaZF+dxkwsLa I6sLpXX/0/dwhNZNvfrWsElj3eOruipDSSpxm5femIzSEzhgPE0l24+fN3sWnOAraLdVUM/OBf7TXoRV9gJB0G2XekD1atcYlSY1Pq1w2FZSGFGcQUnyt+wWnveYPc+5aZ01sHHncG/B5bQLTQ3VQIDAQAB;,Not found
fundit.ie,Live (HTTP),v=spf1 ip6:fd1b:212c:a5f9::/48 -all,Not found,Not found
workwearcentre.ie,Live (HTTP),v=spf1 a:a002.gigastence.website include:_spf.google.com ~all,Not found,Not found
skyscanner.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,Not found,_dmarc.skyscanner.net.v=DMARC1; p=reject; rua=mailto:dmarc_agg@skyscanner.net; ruf=mailto:dmarc_fr@skyscanner.net; fo=1; pct=100;
sbpost.ie,No response,v=spf1 mx a: ip4:5.149.170.194 ip4:87.198.230.250 include:spf.protection.outlook.com include:topsec.com include:smtp2go.com ~all,Not found,v=DMARC1; p=none; rua=mailto:postmaster@sbpost.ie
ihrec.ie,Live (HTTP),v=spf1  a:mail.mindaclient.com include:jsec.ie include:spfext.itservices.gov.ie include:spf.mandrillapp.com include:spf.mailjet.com ip4:89.185.145.185 -all,Not found,v=DMARC1; p=none; rua=mailto:f102054a1e90156@rep.dmarcanalyzer.com; ruf=mailto:f102054a1e90156@for.dmarcanalyzer.com; fo=1;
debruns.ie,Live (HTTP),v=spf1 include:_spf.mail.hostinger.com ~all,Not found,v=DMARC1; p=none
housing.gov.ie,Live (HTTP),v=spf1 a mx ip4:137.191.226.88/29 ip4:137.191.229.96/28 include:spfext.itservices.gov.ie include:_spf.mlsend.com include:spf.protection.outlook.com ~all,Not found,v=DMARC1; p=none; rua=mailto:dmarc@housing.gov.ie; ruf=mailto:dmarc@housing.gov.ie; ri=604800
waterford-news.ie,Live (HTTP),v=spf1  ip4:91.103.7.128 include:_spf.mx.cloudflare.net include:spf.protection.outlook.com ~all,Not found,Not found
stash.ie,Live (HTTP),Not found,Not found,Not found
ubuy.ie,Live (HTTP),Not found,Not found,Not found
svp.ie,Live (HTTPS),Not found,Not found,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
citylink.ie,Live (HTTP),v=spf1 include:_netblocks.mimecast.com ip4:81.171.26.128/25 ip4:45.143.132.0/24 ip4:45.143.133.0/24 ip4:45.143.134.0/24 ip4:45.143.135.0/24 ip4:176.9.34.203 ip4:212.32.243.40 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA6DUT/s5NUT6rEaHMg5Ss+JiwyrbnVfx+pr+EGZC00sLfOG1A2/ICZKiEmCYP/mdeLMiPAQ7WFc/q5uR1pxzNoVtHxwrz9u2dFOR5tzGtyy3AO3zQwke8Kp4vlVGstCk+2mKV4khqaa/H2JzAWadPGbJIIyntxoRg3+4JnuMijFSI+PnkHCmaK4MnT1P6iqvqa 1CDxWlm++/bzLMGM5SS8LUQkj50dRWOMmrHCPj0vEk2Iggpd3pivwJeIzdBemZwC0pZ0izD2SpvuxaJEXbpIp7M6Acu/GgZ6UCzq220ITNcpvAPrFXzGYpb9OUsKVYR28GWfVIsSz3ccMMTPfBGrQIDAQAB;,v=DMARC1; p=reject; rua=mailto:307542bc0f9e228@rep.dmarcanalyzer.com; ruf=mailto:307542bc0f9e228@for.dmarcanalyzer.com; fo=1;
littlewoodsireland.ie,Live (HTTPS),v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com ~all,Not found,_dmarc.littlewoodsireland.ie.dmarc.has.pphosted.com.v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;
castlebar.ie,Live (HTTP),v=spf1 a mx a:mail.iemx.net ip4:86.47.33.44 ~all,Not found,v=DMARC1; p=none;
lawreform.ie,Live (HTTP),v=spf1 redirect=_sdysg2ot6.sdmarc.net,Not found,lawreform.ie.dmarc.sdmarc.net.v=DMARC1; p=reject; pct=100; rua=mailto:a.dysg2ot6@sdmarc.net
sdcc.ie,Live (HTTP),v=spf1 mx include:spf.protection.outlook.com ip4:137.191.230.202 -all,Not found,v=DMARC1;p=reject;sp=reject;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
linux.ie,No response,v=spf1 include:_spf.google.com include:spf.improvmx.com ~all,Not found,v=DMARC1; p=none;
rubynu.ie,Live (HTTP),Not found,Not found,Not found
dressmylegs.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
thecope.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com +ip4:83.138.8.106 -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAsafdAp2838i2rx/ojTQA2ivkWpfFutaGFKqq+ZT2YKSkp9pHF0X9js0uCRY1AKGTnWENpe9J/1pvO21u/pWxlWbh6FwbhSjU/CO+3NIKiQ1J+oVXL53nWJbYzNsD+ZtQufP9Z1FGFur7d2LI6WlDILLiLjPAM1ns2doWR11AbiKmc8Rl6yA2otBgjkmzcPo3+ EQ5KocOy7PwROQaHIWREZKqAv4kfdx1mntEYxGRZhQTFtUdW4wwa+5Gaz3k8HOaUGwz2OoqkGEG8ih3/44QtnrQLHUnJ+V+ki7nMS9r91VTHTey9Fom9Xe0hLtmn7Oqpb4bb550k9tb1QDy42tDywIDAQAB;,v=DMARC1; p=none; rua=mailto:its@thecope.ie
sosueme.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.blacknight.com include:spf.mandrillapp.com -all,Not found,v=DMARC1; p=reject; rua=mailto:postmaster@sosueme.ie
cultureireland.gov.ie,No response,v=spf1 a mx ip4:137.191.239.66/32 ip4:137.191.248.232/32 include:eu._netblocks.mimecast.com include:spf2.tibus.net ~all,Not found,Not found
