Domain,Website Status,SPF,DKIM,DMARC
dunboynesportsandleisure.ie,Live (HTTP),v=spf1 include:spf.us-east.atmailcloud.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA9Z5WZuEKevd7NYLMCy43/IfMBUSkrpyHuTNzh5GaE/dQlS5nQMD5Mk2a3Hdxe2mUNGnT/wxQ5oByKLqpPJR5JIAkpK44QrXwyrcyzL2QHjNkvv+kyxDrG57FCwnBwpzZhzcDvq3lWP/gnlrWtq5wRHWcu2lj+utPXeOYXaSU3WWD5xiXWgU8hAyrjwlJQVQOj yb7VNVJzbqJTUYZGaCa4H9e1d79j3nbd7HmU3Amvj46qc44UFbQEDDMdISsiCjSvsOs130HkbJCQDHe/nAJ/Ucl3aG2WZiV+QTDaejbxv+Tbl1FOmqI+INlptfVs5SqxyydcFMukTrbMGXrrZmdZwIDAQAB;,v=DMARC1;p=none;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400
tommiekelly.ie,Live (HTTP),v=spf1 include:_spf.google.com include:mailgun.org ~all,Not found,Not found
archaeology.ie,Live (HTTP),v=spf1 include:mailgun.org ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@housing.gov.ie; ruf=mailto:dmarc@housing.gov.ie; fo=1
mcsoutdoorstore.ie,Live (HTTP),Not found,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAw240rbGPCRdMqEtGq3YYt6Ci2cqfj97ISSutg2KIcdRkT3OCevobzF1lf16bWWia6Zvmv7hXuh1nI3ERDqK4k050FwekR87gTeMz2nbXQPbEC3bz+lgFyo3/LuNm7UAFFi9zCBaSe4IWub86SDGqLowVEN8Zp9tBQq4T8tiDYFyDX85C1+DhTk4UheCnO7GsA QbtKW/5xkRa+K1q/wfq5VXMiLF0lfQVoZJbB4+IZZecmLOUw2mtQkKyNoB7Q2GbATo6W3cnvUK3Jd0a/ki/AnFFBl/MTbSR9O4iWBoKJblQxmHUAP/ExSPBX4SHC3D6zVqYe3PIN74h0qaP6+sHXwIDAQAB;,Not found
immigrantcouncil.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:immigrantcouncil.ie.spf.auto.dnssmarthost.net -all,immigrantcouncil.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_50fc2ef7185a44fe9351fc49f77cf954.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDXA9pPpg78Fo07Va4MjZVr8ccCa0rqwDaIWJ66co6w+ZNoM/RMCnCurmuh9y8wGPMrFoWOi6SJgnOn/IxulbGP6QTmQ4J+X1bfIhMaNRzuIDjbLf1rsRWmPOrGAr8zNC/YqhMwdy7l0d44+noa+iAtxFbm+3B/4GhpDr/V13Kv2wIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
munster-express.ie,Live (HTTP),v=spf1 ip4:190.180.144.248 ip4:91.136.49.205 ip4:207.55.255.20 +a +mx include:spf.protection.outlook.com include:spf1.emailsecurity.app ~all,Not found,Not found
consolerepairs.ie,Live (HTTP),v=spf1 +a +mx +ip4:35.214.173.222  include:consolerepairs.ie.spf.auto.dnssmarthost.net ~all,consolerepairs.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_031e8b6725ff1de3a2737d73ed97ea3d.dkim.dnssmarthost.net.v=DKIM1; k=rsa; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDI+ay6gCka9iekiRkscwrAaKJKMrEqTD9IylTGBk0SEv2BAlno2c3gyEaH+s6x1+L6PHFaRZYP6f61fs3/NkNtOytW4s9hn67CQRHksg6Hl644TnEPbHt33hvBdMPYhNlEltCOumRxmvqzG+/awebxUXRmo7lY77955LrYrXK9ZwIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
kone.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1;p=reject;fo=1;rua=mailto:dmarc_agg@vali.email;
dundrum.ie,Live (HTTP),v=spf1 include:_spf.google.com include:cmail1.com ip4:207.126.144.0/20 ip4:185.132.183.149 ip4:185.183.30.200 include:spf.protection.outlook.com include:asp-spf1.yardi.com include:asp-spf2.yardi.com include:spf.tmes.trendmicro.com include:spf.UK.exclaimer .net ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:dundrumire@dmarcrua.tmes.trendmicro.eu; pct=50
mcmahonshoes.ie,Live (HTTP),Not found,Not found,Not found
bootsphoto.ie,Live (HTTP),v=spf1 ip4:193.169.76.0/23 include:spf.hornetsecurity.com include:elaine-asp.de ~all,Not found,Not found
pet-bliss.ie,Live (HTTP),Not found,Not found,Not found
gaborshoes.ie,Live (HTTP),v=spf1 a mx include:spf.irishdomains.com,Not found,Not found
bodywhys.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:_spf.google.com -all,Not found,v=DMARC1; p=reject; sp=none; rua=mailto:admin@bodywhys.ie; ruf=mailto:admin@bodywhys.ie;fo=1; pct=100;
drinkaware.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
ifta.ie,Live (HTTP),v=spf1 mx a ip4:217.115.112.112 include:emailsrvr.com ~all,Not found,v=DMARC1; p=none
radiocontrolledshop.ie,Live (HTTP),v=spf1 +mx +a +ip4:67.222.24.69 include:_spf.google.com ~all,Not found,v=DMARC1;p=reject;pct=100;rua=mailto:info@radiocontrolledshop.ie;ri=86400;fo=1;
myhomefitness.ie,Live (HTTPS),v=spf1 +mx +a +ip4:78.153.200.26 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAwwAQAxKw5UTJMF+KAGBl6gp9858Z/fkwWBcfv8UNKzsAOBmENg89g8LeXQvDjGxpiUHXiKXvyWwW+CMiUX6xyjCPkvmErmBshDLRHjVfAzwERM1HteV+AcZVQxESSds1wjAzXMmVqdrsbgPAmV0RPPebwB6X4QBEPZb6FW/KDvHNX+lW47D0loSL5p+H BcOGd2Kz3jvP23CbFhgNaQNbM2tpluiKvIROY2Ek8+NNsj80n0bLeG41VLzcsVxc9pfM45kUgNEvzl3a9pMG/1fNfDl0Ky9SfFQddRpTJlIEKcS+VqEoeHj/P2DmuobIDH6K8hNbNJ8LDajqt/TL2J14HQIDAQAB;,Not found
per.gov.ie,Live (HTTP),v=spf1 ip4:137.191.249.114 ip4:137.191.249.118 include:spfext.itservices.gov.ie include:_spf.createsend.com -all,Not found,v=DMARC1; p=none;
everestcycles.ie,Live (HTTP),Not found,everestcycles.ie.,everestcycles.ie.
mintplus.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1;p=quarantine;sp=quarantine;pct=100;rua=mailto:dmarc@fonua.com,mailto:re+shtbymbmmhy@dmarc.postmarkapp.com;ruf=mailto:dmarc@fonua.com;aspf=r;fo=1
moransmenswear.ie,Live (HTTP),v=spf1 +a +mx +ip4:185.224.198.190 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA5QvGuWI0VEALSb18gwma20EZpxGR1V5Lk1MlZ3pqjpHc7RzY6vJ+HkhDtM+2R0/5daF3+pMYJaehkDRta6iqTzk6pm1fe9XQHeCFHER75bmDEDEXgMjEKD8Zjac4rAuj72rxmDDd55+1Td1OcHc5vP++mqkVJ3HayYOA4RVVhsKA25gStMV+qAvMjZr7uyPst yjW1yMlJddlzi95wSt8irE6OY6ZmItCo7IORWLG/seRgChCarswCGN8NpjsEiHMksO7B+saEykHFQIQ8Z6HSv5n9Uy4yXgVz0RqKrFXUnLvuNRx6hTqM4ltnMgJVrxt1I+Kq486uDtbwcZQ0q7K+wIDAQAB;,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email;
worldheritageireland.ie,Live (HTTP),v=spf1 include:mailgun.org ~all,Not found,v=DMARC1; p=quarantine; rua=mailto:dmarc@housing.gov.ie; ruf=mailto:dmarc@housing.gov.ie; fo=1
mie.ie,Live (HTTP),v=spf1 a mx a:debut.mie.ie ip4:193.1.32.132 ip4:193.120.143.134 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none; pct=100; ruf=mailto:dmarc@mie.ie; rua=mailto:dmarc@mie.ie; adkim=r; aspf=r
thestreets.ie,Live (HTTP),v=spf1 a mx include:_spf.m1.websupport.sk ?all,Not found,Not found
bellefemmelingerie.ie,Live (HTTP),v=spf1 +a +mx include:spf.protection.outlook.com include:bellefemmelingerie.ie.spf.auto.dnssmarthost.net +include:_spf.mail.siteground.net ~all,bellefemmelingerie.ie.default.dkim.auto.dnssmarthost.net.default._domainkey_f991edbf665e9e181231d6621f27ab71.dkim.dnssmarthost.net.v=DKIM1; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDJ6YVdAwwligC2elLxga2uyFZ/zsP/8IA1//gP/fKX6mPOikfYN5p7A2mluRNvKoYlXPpaMftROwAJhDKZ1h3lDqwuqqz59DpYlOF4IxdGS3hd+yb8NDXHS4oWZ+GG6fakY5glNB+OpMRzKdrGPh+GwKGuU95dD8M13U9vPOj3fQIDAQAB;,v=DMARC1; p=none; aspf=r; adkim=r;
earsense.ie,Live (HTTP),v=spf1 a:spf.mithrilnetwork.com include:_spf.google.com -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvzSqG4ie6YJ8ERhtKS0pTWm2lHSbaClp1hy3sw9se5nKnTpPeFP/MBb6reum5T8W42wovhDkdaQEJVJVB3hooAP5QC5liKLDPvVig5/ResMmQkh5fTxFHS0aIb9ByAn0FmWuaaIc1/Ajn8p/atUoXMHjdoQofMHOfo2fXZsfur2sDD/gqVRJ2jTMRoZ3D+ndh zYt1RXlQq2omaO8wtwUs3x7l46Jy5vKYLU6HyR0PMj/eo5UugypcbyOplfyhV7L06YY7J3kNZ0JaTL3hlYciIlX/rdoCXqMKRjqWVkVEofDVJ2eabDtt0kcgvuu1XKnisBKfMOZVlrkSBC9alAA/wIDAQAB;,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
lovellsoccer.ie,Live (HTTP),\v=spf1 mx a ip4:46.37.164.192 include:spf.protection.outlook.com include:_spf.google.com include:spf.mandrillapp.com include:servers.mcsv.net include:email.freshdesk.com ~all\,Not found,Not found
myvehicle.ie,Live (HTTP),v=spf1 ip4:185.224.198.153 ip4:217.78.1.153 ip4:92.51.241.180 +a +mx +ip4:217.78.14.153 +ip4:5.9.139.34 +include:spf.mailjet.com include:_spf.google.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAnmDnW1LkDA+nkG3uR+kepbRgeWZDOKVgtXsr9Q/fvMBBtLIwls/lhiafGWZYqd4M4Q8djCTJPdIk7wCVVX2SUAfedYo214rUwXJdd2d2zJjKPz9aBNDc4Xw+28Egmtl02TnQt57E/GwSp9R2YJO+WdQQAHgUT9nGLibGNpEUfL3dBHL4QtcAkVSfjip2Ntrz7 XL0Yaqch6Nnct3CE4RbbuKbU27XnfN76+2JRw1FCr5BWvvNM4Ayhik8clRlp4pMITanw3RxMcTbuKM1vDy+9fLwfzraEhYT0xcRUCn+idDw9Eoo9LXJIHZiHY1b0QtAsGUaI/oP0NUa4WVBpV/ldwIDAQAB;,Not found
strengthshop.ie,Live (HTTP),Not found,Not found,Not found
direct-vet.ie,Live (HTTPS),v=spf1 include:spf.webmo.fr include:cartsguru.io -all,Not found,v=DMARC1; p=none
foreverjewellerscork.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.232.8 include:spf.webhostingireland.ie +ip4:185.43.232.251 ~all,Not found,v=DMARC1; p=none; rua=mailto:SALES@ForeverJewellersCork.ie
dcmlearning.ie,Live (HTTPS),v=spf1 include:_spf.google.com include:4477687.spf07.hubspotemail.net ~all,Not found,v=DMARC1; p=none; rua=mailto:pat@dcmlearning.ie;
waterfordfc.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:_netblocks.mimecast.com -all,Not found,Not found
visa.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
bridalvillage.ie,Live (HTTP),v=spf1 +a +mx +ip4:8.29.155.140 include:relay.mailchannels.net ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAmv5Rd5im3DRx8LVB/uV9HG7mNAeSsrYnueb4wWE7OBlQJdhTyevB7rgQrUN6BIn0nRdhyYPUh3obE3ODbB7MLzEhmaVvUWHDbHnHi2AsA+sa+9GNm6hfLwql9+spfzH4UlAp42YlHo bqIayl0gLN8hg1OHHpX1w6tm2qAntTN3bQWkp9731VGFINjIb6iMwxavW6PF712iEPjknvoorqepemfhTBxYs9kkmIXo2y8IdYAlfpw5XgYzidz7gj/O17YpOVHomu8OLuzxvbnZ5vuZzEjAddE+KjKGJwoQ4k5DdxQkycz1KoWp91vcilcPUqLaFM8fsbPemNyrgkw5 GR4wIDAQAB;,v=DMARC1; p=quarantine; pct=5; rua=mailto:postmaster@bridalvillage.ie
catholicarchives.ie,Live (HTTPS),Not found,Not found,Not found
districtmagazine.ie,Live (HTTP),Not found,Not found,Not found
davidmcwilliams.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,Not found,Not found
architecturefoundation.ie,Live (HTTP),v=spf1 include:_spf.dotplex.com include:_spf.google.com -all,Not found,Not found
footjoy.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com a:production.na.acushnetcompany.demandware.net include:_spf.salesforce.com include:spf.emarsys.net ip4:12.38.120.128/25 ip4:107.0.159.0/24 ip4:65.126.226.0/24 include:spf-00454501.pphosted.com -all,Not found,v=DMARC1; p=quarantine; pct=100; rua=mailto:security_trap@acushnetgolf.com; ruf=mailto:security_trap@acushnetgolf.com; sp=quarantine; fo=1; adkim=r; aspf=s
lipstick.ie,Live (HTTP),v=spf1 a mx include:spf.antispamcloud.com ip4:80.93.29.16 ~all,Not found,v=DMARC1;p=none;sp=none;adkim=r;aspf=r;pct=100;fo=0;rf=afrf;ri=86400;rua=mailto:dmarc.records@lipstick.ie
carlow.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=none; rua=mailto:eoin@carlow.ie
satellitetv.ie,Live (HTTP),v=spf1 ip4:18.132.53.66 +a +mx +ip4:89.145.93.100 include:relay.mailchannels.net ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAosQqS7Dj7aIGKZXzRL2C8WVNT4zq3//I4eEptYL2a7vqTkzaKNh7Yu5HHhGHIVifq5KqZV8sP1pBrqXBvFi7qXmpbhOn6gWgezDMpuSIn+VzWae2DgeKfV/Hm9uD3Dxo0362V00Z1SiHHs+seJ3tE/W0bsc8t0TML4eZBF5ScGrAFHJHRBJJydcpjrM0zR00Z acENaonBnd0uFqj1Huha1nivRFxt1lRyd/+Ch0Rx+TwMIUbnZbG/DOmPDqsaWXd0f9zgNRr8VaJ5qOgW5jG90T5TNwFAI1WtkTre5HZKnYJdQRePwisccOXoHYfLPHUPRYRthyfHqqF76qIZCLyMwIDAQAB;,Not found
berminghamcameras.ie,Live (HTTP),v=spf1 include:mx.ovh.com include:servers.mcsv.net ~all,Not found,v=DMARC1; p=none;
asthma.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:_spf.createsend.com -all,Not found,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email; fo=1
andrewmorrisgolf.ie,Live (HTTP),Not found,Not found,Not found
electricirelandrewards.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
galwayfa.ie,Live (HTTP),v=spf1 include:_spf.google.com ~all,d6x048sfdzu3j.cloudfront.net.,v=DMARC1; p=none; rua=mailto:admin@galwayfa.ie; pct=100; aspf=s; adkim=s
courtville.ie,Live (HTTP),Not found,Not found,Not found
toplinegroup.ie,Live (HTTP),Not found,Not found,Not found
riam.ie,Live (HTTP),v=spf1 include:_u.riam.ie._spf.smart.ondmarc.com ~all,Not found,_dmarc.riam.ie._dmarc.smart.ondmarc.com.v=DMARC1; p=reject; pct=100; sp=none; rua=mailto:952e025c@inbox.ondmarc.com,mailto:dmarc@riam.ie; ruf=mailto:952e025c@inbox.ondmarc.com,mailto:dmarc@riam.ie; adkim=r; aspf=r; fo=1; rf=afrf; ri=86400
jesuit.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.curated.co -all,Not found,v=DMARC1; p=none; rua=mailto:mailto:dmarcreports@zalahost.com
massiveattack.ie,Live (HTTP),v=spf1 a mx a:massiveattack.ie ip4:5.254.55.45 ip4:5.254.58.19 ?all,Not found,Not found
finnharps.ie,Live (HTTP),v=spf1 include:spf.sendinblue.com mx ~all,Not found,v=DMARC1; p=none; rua=mailto:320fc251c27d4a1db9925cff54a84c0d@dmarc-reports.cloudflare.net
dkphoto.ie,Live (HTTP),v=spf1 include:euhost.co include:_spf.google.com ~all,v=DKIM1; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA18VNnThSzbKmDMA8c0b93DHM6hAim9kt00EvisATYhTZWFDh3yUdO6MDiR5XYXXenvrDQLOQuAqb8O+xO3zmTpcfZ00WGZ2rqx1MOVtJ76fvQbZw4pHZ7er0qL5c7cSwGeUsVNtxiNhXPJXQkLQUGIxkiw/NZr/T8t9UeffZ/80w+xt9FsntedvFvj7H6VTFz2dRLh2q aqEoPhsi7eibpIgH0YqUW35XlnDr+JFV/94ROijiP8bg+87JuZJanbFCCt4LfbOHC6TqsIhnKtAddQ8diobvgDusEVPh7XAlXiT7OUso26aBy41OTU6XyqPFEVgYPZqP/f2s7KmCZx3AjQIDAQAB;,v=DMARC1; p=none
hugmie.ie,Live (HTTP),v=spf1 +a +mx +ip4:185.224.198.58 +ip4:185.224.198.158 +ip4:217.78.11.58 +ip4:217.78.1.159 ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAv1/ieIprxvof4ARWkV8JXaNjjoWYj9Bq3womROYDSQ/ra46Gxogie4gNGxcl4UBXzhnGZRZH0gZpzUQuvWfbBjOu/t8STCq+OiD89EY0rLnyTq6NNp+kJxkitikoN90wwXTpJHmpcKdlzRxTOGcFnpS9GeRv1771GA0CBl/RA+XQRv4J3b8X7kjY/3zR3LOla jsXj5XwwP/Zv2pxVzxTzKeOMxBTgO9w+fCvmPlcuBRmMVh9GwPLwSTs3lxOjwD06DQH3LwbEYka1DrNcCijq5QH3zatirQC+VUPkZRS7xDOJvWv6OgAsxhs5ICdpFLDvbrRUoI62gY+xRyp/9TBGQIDAQAB;,Not found
grandstandsports.ie,Live (HTTP),Not found,Not found,Not found
net1.ie,Live (HTTPS),v=spf1 include:_spf.google.com ~all,Not found,Not found
spreadshirt.ie,Live (HTTP),v=spf1 mx include:spf.protection.outlook.com include:_spf1.spreadomat.net include:emarsys.net include:mail.zendesk.com -all,Not found,Not found
tefal.ie,Live (HTTP),Not found,Not found,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com
medicalindependent.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
chg.gov.ie,Live (HTTP),v=spf1 a mx ip4:137.191.226.88/29 ip4:137.191.229.96/28 ip4:137.191.239.66/32 ip4:137.191.248.232/32 include:eu._netblocks.mimecast.com ~all,Not found,Not found
ichrono.ie,Live (HTTP),v=spf1 a mx include:_spf.elasticemail.com include:_spf.google.com ~all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAkQlk85ALMdoq+VX/+E7bwjHgiM0FgyrkubXelLgLhCSKY2Lht+DbG+HteAMRGIAtY/SJz99EkO3KRFZZNf6Jr4/p1iNe85QTMe3gaLnt6ot/M5WA4psL40orzijdYjQJiZy+jS3w9PnnGmwNVWZ+RIbJqvILeDoXf4xUS7Wrk/UJt7F6LiXJldm4Mq6bmIqGa  zZRfzspI8EaNBS7VzNGYPaDQTN9ZG+K+GjMsHJt1dRtUpf4WAGnCpaXuvhdIjjw6QzQPKhL1IFu3aRlK7c6T7L319NBtNFfiaqAqoAJI3GWnv6YUnnNqjgyqemKIYp2oje+Pmxs8DwNaRzsfZ2BuQIDAQAB;,v=DMARC1;p=none;pct=100;aspf=r;adkim=r;
theclarence.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com include:spf.eu.exclaimer.net include:oracleindustry.com include:microsdc.com mx a -all,Not found,v=DMARC1; p=none;
activeme.ie,Live (HTTP),v=spf1 ip4:78.141.192.29 include:_spf.google.com +ip4:46.101.39.198 ~all,Not found,v=DMARC1; p=none; rua=mailto:richard@ampersandstudio.uk
roscommoncoco.ie,Live (HTTP),v=spf1 ip4:213.143.154.166 ip4:137.191.236.194 include:spf.protection.outlook.com include:spf.topsec.com a:lgma.iii.com include:_spf.firmstep.com include:civica.com -all,Not found,v=DMARC1;p=reject;sp=reject;rua=mailto:211a5a2e44@rua.easydmarc.eu;ruf=mailto:211a5a2e44@ruf.easydmarc.eu;fo=1
iwdg.ie,Live (HTTP),v=spf1 +a +mx +ip4:91.210.235.12 +ip:46.22.135.128 include:spf.blacknight.com ~allv=spf1 a mx ~all,Not found,v=DMARC1; p=none; rua=mailto:rua@dmarc.brevo.com
dcc.ie,Live (HTTPS),v=spf1 include:spf.protection.outlook.com include:spf.exclaimer.net include:eu._netblocks.mimecast.com include:33fae9.workshop-spf.net include:spfa.cpmails.com ip4:130.214.193.85 ip4:54.154.155.148 ip4:149.72.175.120 ip4:93.158.205.135 ip4:94.236.52.134 i p4:94.236.52.140 ip4:94.236.52.134 ip4:192.254.120.230 ip4:4.245.247.234 ip4:98.71.77.91 -all,Not found,v=DMARC1; p=reject; rua=mailto:support@dcc.ie,mailto:dmarc_agg@vali.email; ruf=mailto:support@dcc.ie; sp=none; ri=86400
dimodashoes.ie,Live (HTTP),Not found,Not found,Not found
scs.ie,Live (HTTP),v=spf1 ip4:49.12.80.157 +a +mx +include:relay.mailchannels.net -all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEAvLz6NkAeEcxh6tOzHETug0QrEC12t4WCEAR+SKHCHyldEap22DHbAGa7M/hMbfOevo7WGYwu29Ijw/H4zBkgnygT1VfD24hupLZ4LipoQayawG6wma6PZdGn/IGLxSnt7kMpvtQAOYljEzu6cn+xsnliwemd6Nl+WeWQgkGb0hCHgB8I0FnLYtB2olciGduyx M7zw3ql1lxN6i0H6tkxuHKjsDXy3ncqWPRjJz2fHclr6+3IQeeTyP8p9VWFl4Fxx/2XEO3uuiVcvadjsAGxjzJyUOhdZTi47gbWt3ro6G6T01G8/yh/u1M2bBZaNsMD2FTG3FQkt3HNoUVs6cxAsQIDAQAB;,Not found
babygrow.ie,Live (HTTP),Not found,Not found,Not found
irishrefugeecouncil.ie,Live (HTTP),v=spf1 mx a include:_spf.salesforce.com include:spf.protection.outlook.com include:_spf.raisingit.com ~all,Not found,v=DMARC1; p=quarantine; sp=quarantine
galway-ireland.ie,Live (HTTP),Not found,Not found,Not found
duiskeglasskilkenny.ie,Live (HTTP),v=spf1 ip4:80.93.26.110 include:spf.mailjet.com a include:spf.blacknight.ie ~all,Not found,Not found
moriartys.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,Not found
killarney.ie,Live (HTTP),v=spf1 mx include:spf.protection.outlook.com include:spf.blacknight.ie ~all,Not found,Not found
gillbooks.ie,Live (HTTP),v=spf1 include:amazonses.com -all,Not found,Not found
intel.ie,Live (HTTP),v=spf1 include:_spf.intel.com -all,Not found,Not found
freewheeling.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,Not found
peelo.ie,No response,Not found,Not found,Not found
ipoi.gov.ie,Live (HTTP),v=spf1 ip4:137.191.224.104 ~all,Not found,v=DMARC1; p=reject; pct=100; fo=1; ri=3600; rua=mailto:bfa65a29@inbox.ondmarc.com; ruf=mailto:bfa65a29@inbox.ondmarc.com;
tickets.ie,No response,v=spf1 include:email.freshdesk.com include:spf.protection.outlook.com include:amazonses.com a:mail.tickets.ie a:mx1.webhostingireland.ie a:smtp.tickets.ie ip4:93.191.30.2 ip4:91.210.234.80 -all,Not found,v=DMARC1;  p=quarantine; rua=mailto:620691415c4c42b386e70dff72038103@dmarc-reports.cloudflare.net
crazymonkey.ie,Live (HTTP),Not found,Not found,Not found
eternalgifts.ie,Live (HTTP),Not found,Not found,Not found
mccartans.ie,Live (HTTP),v=spf1 include:spf.protection.outlook.com -all,Not found,v=DMARC1; p=none; pct=100
hangers.ie,Live (HTTP),v=spf1 a include:spf.blacknight.ie  ~all,Not found,v=DMARC1; rua=mailto:orders@hangers.ie
studiodancewear.ie,Live (HTTP),Not found,Not found,Not found
yourbeauty.ie,Live (HTTP),v=spf1 ip4:185.194.90.16 a mx ip4:77.72.0.162 include:relay.k.io ?all,v=DKIM1; k=rsa; p=MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA3gUjWErLc+F0k0Qyj39AK4IdM+Arnn2X06KZphBMSE+ggP570LWZbK0KKgE0v7gDyQH1s1P5dy+xmvFz1gTyuV+hw/BE7Ii1tyvcrdjf8dYSLdBvlwmQhvAltzDbwdjNN2Bomy4TjCCy5veK/qF1b8ye9QWhSnfCjmRYGvaDv+DfaA5ye5eAjK7uLqRs7VI9b hgX90h978vVJIvUXkWuXjp84RaksUXW3le+Z9dz0JBrNXB5MQmhjPOSFu7R1uxv0wDf43pg8OyuCyg1KmgvsQAGMCTPen136IyzYwToLQlMPyJQv+vRCRtFCpEaqj70kMRXX2AWTRdDd5isLUD/QwIDAQAB;,Not found
youngsocialinnovators.ie,Live (HTTPS),v=spf1 include:_spf.google.com ~all,Not found,v=DMARC1; p=none;
dresses.ie,Live (HTTP),v=spf1 include:spf.mandrillapp.com ?all,Not found,Not found
atheist.ie,Live (HTTP),v=spf1 a include:spf.blacknight.com include:spf0101.titan.email ~all,Not found,v=DMARC1; p=none;
discoverboynevalley.ie,Live (HTTP),v=spf1 ip4:206.81.21.223 include:relay.mailchannels.net include:spf.reg365.net include:spf.topsec.com include:spf.newsletter.ie ~all,Not found,v=DMARC1; p=quarantine; pct=100; fo=1; ri=3600; rua=mailto:e288ef16@inbox.ondmarc.com,mailto:dmarc-report@sensorpro.net; ruf=mailto:e288ef16@inbox.ondmarc.com,mailto:dmarc-report@sensorpro.net;
americantourister.ie,Live (HTTPS),v=spf1 include:_spf.nameweb.biz -all,Not found,v=DMARC1; p=quarantine; sp=quarantine; aspf=r;
siptu.ie,Live (HTTPS),v=spf1 ip4:109.70.210.250 ip4:92.51.242.6 ip4:5.61.115.64/28 include:spf.protection.outlook.com include:nw002.com -all,Not found,v=DMARC1; p=none; rua=mailto:helpdesk@siptu.ie; fo=1;
